D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_384.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_384.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_384.jpg,-0.35,1,0,20.83249
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_478.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_478.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_478.jpg,0,1,0,21.88512
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_571.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_571.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_571.jpg,-0.2,1,0,22.65711
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_665.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_665.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_665.jpg,0,1,0,23.56878
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_759.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_759.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_759.jpg,-0.15,1,0,24.53651
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_850.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_850.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_850.jpg,-0.35,1,0,25.25618
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_02_947.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_02_947.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_02_947.jpg,-0.6000001,1,0,26.03673
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_039.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_039.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_039.jpg,-0.8500001,1,0,26.66957
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_136.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_136.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_136.jpg,-1,1,0,27.21219
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_224.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_224.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_224.jpg,-1,1,0,27.72306
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_315.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_315.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_315.jpg,-1,1,0,28.44054
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_407.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_407.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_407.jpg,0,1,0,29.05682
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_506.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_506.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_506.jpg,0,1,0,29.88581
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_611.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_611.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_611.jpg,0.15,1,0,30.17448
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_694.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_694.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_694.jpg,0.35,0.8547259,0,30.12266
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_786.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_786.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_786.jpg,0.5500001,0.5767417,0,30.01116
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_878.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_878.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_878.jpg,0.8000001,0.3023311,0,29.83752
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_03_969.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_03_969.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_03_969.jpg,1,0.02771889,0,29.37913
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_060.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_060.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_060.jpg,1,0,0,28.68427
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_147.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_147.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_147.jpg,0,0,0,28.33399
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_238.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_238.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_238.jpg,0,0.2717511,0,28.17629
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_326.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_326.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_326.jpg,-0.2,0.5364921,0,28.30792
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_421.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_421.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_421.jpg,-0.45,0.8205825,0,28.70843
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_506.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_506.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_506.jpg,-0.6500001,1,0,29.16664
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_597.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_597.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_597.jpg,-0.9000002,1,0,29.68749
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_691.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_691.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_691.jpg,0,1,0,30.17413
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_781.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_781.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_781.jpg,0,1,0,30.188
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_874.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_874.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_874.jpg,0,1,0,30.18988
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_04_968.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_04_968.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_04_968.jpg,0,1,0,30.18868
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_059.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_059.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_059.jpg,0.1,1,0,30.18751
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_155.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_155.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_155.jpg,0.35,1,0,30.16295
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_245.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_245.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_245.jpg,0,1,0,30.19001
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_337.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_337.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_337.jpg,0,1,0,30.19053
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_430.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_430.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_430.jpg,-0.2,1,0,30.17785
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_523.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_523.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_523.jpg,-0.45,1,0,30.14957
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_614.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_614.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_614.jpg,0,1,0,30.18901
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_708.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_708.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_708.jpg,-0.1,1,0,30.18982
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_800.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_800.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_800.jpg,-0.35,1,0,30.16543
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_892.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_892.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_892.jpg,0,1,0,30.18948
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_05_984.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_05_984.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_05_984.jpg,0,1,0,30.18849
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_077.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_077.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_077.jpg,0,1,0,30.19012
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_173.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_173.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_173.jpg,0,1,0,30.19029
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_264.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_264.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_264.jpg,-0.1,1,0,30.18785
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_359.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_359.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_359.jpg,-0.35,1,0,30.16364
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_452.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_452.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_452.jpg,0,1,0,30.18956
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_544.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_544.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_544.jpg,0,1,0,30.1902
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_640.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_640.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_640.jpg,-0.25,1,0,30.17682
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_734.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_734.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_734.jpg,0,1,0,30.18998
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_826.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_826.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_826.jpg,0,1,0,30.1902
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_06_925.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_06_925.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_06_925.jpg,0,1,0,30.19032
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_021.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_021.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_021.jpg,-0.25,1,0,30.17532
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_117.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_117.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_117.jpg,0,1,0,30.19
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_211.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_211.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_211.jpg,0,1,0,30.19025
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_308.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_308.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_308.jpg,-0.25,1,0,30.1767
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_405.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_405.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_405.jpg,-0.5000001,1,0,30.1463
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_505.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_505.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_505.jpg,0,1,0,30.17636
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_604.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_604.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_604.jpg,0,1,0,30.18841
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_703.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_703.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_703.jpg,0,1,0,30.19013
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_803.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_803.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_803.jpg,-0.25,1,0,30.17758
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_07_906.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_07_906.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_07_906.jpg,0,1,0,30.19008
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_015.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_015.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_015.jpg,0,1,0,30.19028
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_100.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_100.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_100.jpg,0,1,0,30.19032
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_217.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_217.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_217.jpg,0,1,0,30.19028
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_288.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_288.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_288.jpg,-0.15,1,0,30.18429
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_370.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_370.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_370.jpg,-0.35,1,0,30.16347
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_466.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_466.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_466.jpg,0,1,0,30.18664
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_569.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_569.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_569.jpg,0,1,0,30.19011
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_669.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_669.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_669.jpg,0,1,0,30.19025
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_772.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_772.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_772.jpg,-0.3,1,0,30.17065
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_875.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_875.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_875.jpg,0,1,0,30.18984
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_08_980.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_08_980.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_08_980.jpg,0,1,0,30.19025
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_078.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_078.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_078.jpg,0,1,0,30.19032
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_180.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_180.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_180.jpg,-0.25,1,0,30.17528
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_283.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_283.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_283.jpg,0,1,0,30.19003
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_381.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_381.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_381.jpg,0,1,0,30.19029
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_482.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_482.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_482.jpg,-0.25,1,0,30.17573
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_585.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_585.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_585.jpg,0,1,0,30.18884
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_685.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_685.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_685.jpg,0,1,0,30.18985
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_786.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_786.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_786.jpg,-0.25,1,0,30.17813
D:\beta_simulator_windows\IMG\center_2019_07_16_21_22_09_891.jpg,D:\beta_simulator_windows\IMG\left_2019_07_16_21_22_09_891.jpg,D:\beta_simulator_windows\IMG\right_2019_07_16_21_22_09_891.jpg,0,1,0,30.18826
